Id,OrderNumber,Status,EffectiveDate,EndDate,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,CurrencyIsoCode,Description,CreatedDate,TotalAmount,AccountId,BillToContactId,ContractId,OpportunityId,Pricebook2Id,QuoteId,ShipToContactId
801KdlpNXQpWqoCYW6,ORD-000000308,Draft,2022-11-27,2024-11-26,New,8356 Dickson Squares,Lake Briar,TX,37631,United States,3962 Anderson Rapid,Lake Briar,TX,55954,United States,USD,Synthetic order for test and benchmark use.,2022-11-15T22:22:29Z,1886011.01,001b9Ubd6IpdBJKANL,003Gql7cL20isNIQSH,,0066DuiBGAmIFSQY8V,01sQ4LtuJF9K1vlMFT,,003Gql7cL20isNIQSH
801y5udzQa7cUZBIO2,ORD-000000309,Draft,2025-10-28,2027-10-28,New,4596 Pamela Trail,Northhaven,MA,13377,United States,5715 Goodwin Vista,Lake Briar,CO,66709,United States,USD,Synthetic order for test and benchmark use.,2025-10-08T03:02:12Z,2102024.43,0012n9SIy3FafTfYR5,003D7d3x3cWcUuRILQ,8003pYkfPEaHw6gI1Y,006BVEigoTGsIGqQBA,01sQ4LtuJF9K1vlMFT,0Q0pKorr5bXKUTbKSZ,003D7d3x3cWcUuRILQ
521o3uMkoTsHZH5IYB,ORD-000000310,Cancelled,2022-04-23,2024-04-22,Renewal,27474 Santos Dam,Northhaven,NC,82440,United States,7376 Keith Expressway,Northhaven,CO,93120,United States,USD,Synthetic order for test and benchmark use.,2022-02-24T05:56:27Z,1634103.46,0014BI0PTpGJAb4ICJ,003bdtenrfz7uTcAWS,,006EDgmq5nsA2r7A84,01sQ4LtuJF9K1vlMFT,,003bdtenrfz7uTcAWS
801UYEbZ9LTseygYNN,ORD-000000311,Cancelled,2024-06-19,2026-06-19,New,1577 Rodriguez Falls,Alder Bay,MA,12604,United States,47569 Natasha Roads,Cedar Crossing,CO,22810,United States,USD,Synthetic order for test and benchmark use.,2024-05-13T18:19:27Z,849045.35,001C3SilogoPTPGIWX,0034oLsDgUhHMnqY3Z,,726XozNERgAAZDlIZ8,01sLoYtuPuiAhJSKZN,,0034oLsDgUhHMnqY3Z
80191xnvR42Rv4KAX8,ORD-000000312,Activated,2026-06-24,2028-06-23,Amendment,0567 Brian Ways,Willow Harbor,WA,94545,United States,62473 Nguyen Canyon,Northhaven,CA,52152,United States,USD,Synthetic order for test and benchmark use.,2026-04-26T18:03:49Z,2602632.25,001lY6NBb5ge9JhIW4,003lLbwMYMbBCnNI1R,,0064Z4XYdmVAuG8QC0,01sQ4LtuJF9K1vlMFT,0Q0dWOaWHYp5gLA0TH,003lLbwMYMbBCnNI1R
801Ix5IfBjFny02QHZ,ORD-000000313,Activated,2025-02-07,2026-02-07,Renewal,65960 Christian Shores,Summit Glen,TX,88973,United States,206 Clements Valleys,Northhaven,TX,39350,United States,USD,Synthetic order for test and benchmark use.,2024-12-25T03:14:33Z,2209346.42,001fPZTPr8lY6HWABF,003PtC2ftYyo4EoAN5,8005OSPJ9XIo9nKQ0C,006iEGXOA99sU47IVZ,01sf902KvuoXgXtOGX,0Q04ly4acUuNe520ZU,
801KgdnnGwz5MUYQ5I,ORD-000000314,Activated,2021-04-27,2024-04-26,Renewal,68296 Michael Field,Alder Bay,OR,99168,United States,133 Sarah Fort,Lake Briar,OR,14851,United States,USD,Synthetic order for test and benchmark use.,2021-04-05T04:54:54Z,1094237.71,001r2Zt5bJoZh5cI46,003bYmDBFVRb9zYI4J,,0060fyqkOBlBEsPIQ3,01sLoYtuPuiAhJSKZN,,003bYmDBFVRb9zYI4J
801aXoXuULikfJgQH9,ORD-000000315,Activated,2021-06-21,2024-06-20,Renewal,4649 Wanda Valley,Northhaven,NC,48075,United States,60232 Davis Burgs,Alder Bay,CA,55218,United States,USD,Synthetic order for test and benchmark use.,2021-06-05T16:42:59Z,2357638.7,001oPLQgL6DtzXuQJ9,003Y8771g12DY7uA93,,,01sLoYtuPuiAhJSKZN,0Q0kmhZDcGJKNzq0VG,003fplOthROj938AQA
801zPq9cr3IKmhGYDT,ORD-000000316,Draft,2022-02-21,2025-02-20,Amendment,605 William Grove,Summit Glen,OR,71486,United States,25380 Townsend Club,Willow Harbor,TX,81696,United States,USD,Synthetic order for test and benchmark use.,2022-01-26T16:29:46Z,1799284.57,0015F3Mg4glglAzQRW,,800Bk0w40T92krwYR5,000CQ9iBxBhpsC9QI8,01sQ4LtuJF9K1vlMFT,,
8013BaxAeumeeXPYK9,ORD-000000317,Activated,2024-09-24,2027-09-24,Amendment,626 Holmes Mews,Willow Harbor,MA,67630,United States,3061 Anderson Walk,Lake Briar,NC,66434,United States,USD,Synthetic order for test and benchmark use.,2024-08-17T07:23:46Z,340600.59,001N2mO6ogfdaXBYDK,003v3sWYUN3H1DbQ01,,816kfHeWqZTzwJoQFU,01sf902KvuoXgXtOGX,,003Ib2geHHsVuzAQPF
801mHmmEqIMp8ydQ0L,ORD-000000318,Fulfilled,2023-01-05,2026-01-04,New,275 John Forges,Willow Harbor,NC,24834,United States,3360 Julie Ramp,Willow Harbor,MA,17057,United States,USD,Synthetic order for test and benchmark use.,2022-11-30T08:34:06Z,1822799.51,001ULTfosWQTQf5QW1,003VFTZy2oG0jsrAS1,,00iwYN6pyW67tzxYUM,01sLoYtuPuiAhJSKZN,5Z4YIQHeDaDF7mG7RV,003VFTZy2oG0jsrAS1
02tDmmvpuQFyhRSYH2,ORD-000000319,Fulfilled,2021-05-14,2024-05-13,Amendment,3617 Robert Oval,Cedar Crossing,CO,41228,United States,8518 Cantu Ranch,Lake Briar,OR,91917,United States,USD,Synthetic order for test and benchmark use.,2021-03-19T09:05:49Z,1721581.44,00175Cmy8DqQrAKINI,003CPutK1O7jLZvIIB,,006RUyb5H5mlGxwAMW,01sf902KvuoXgXtOGX,,003i4p6APoWTcRLIO0
016Rq3Jvh4WKRkNAJB,ORD-000000320,Cancelled,2023-09-03,2026-09-02,Amendment,1390 April Trace,Alder Bay,NC,82335,United States,8308 Brandon Locks,Alder Bay,WA,61432,United States,USD,Synthetic order for test and benchmark use.,2023-07-28T13:16:49Z,272175.19,001cnLEQk5pZMibQH2,003Bc2Z6EJzXtrvYGW,,006aA3yAV466PkYAKT,01sQ4LtuJF9K1vlMFT,,003BG6JQjrARVNaY8T
801bPudACwdhjhmQOX,ORD-000000321,Draft,2022-06-21,2024-06-20,New,423 Hamilton Mission,Willow Harbor,WA,16075,United States,675 Miranda Junction,Northhaven,NC,49080,United States,USD,Synthetic order for test and benchmark use.,2022-06-06T23:07:15Z,1009381.59,001vnn1W5RPN0LPYO8,003zu9kFOrpbJ8UYJH,,500Q2cTozA6h6POIBP,01sf902KvuoXgXtOGX,,003FXncODtG3z8xQ4F
801F7loxZMj5oHFAKS,ORD-000000322,Cancelled,2021-04-25,2024-04-24,Amendment,6253 Jason Landing,Northhaven,MA,66124,United States,37773 Erica Courts,Cedar Crossing,NC,75331,United States,USD,Synthetic order for test and benchmark use.,2021-03-27T02:27:52Z,1012324.7,001Jp0rdHFWnaMvI7G,003cxU9UTk9dRNPQ35,,006RBjkBi3QsCJ7YM1,01sQ4LtuJF9K1vlMFT,,003cxU9UTk9dRNPQ35
801LXyGk3SHSW2bY7B,ORD-000000323,Activated,2025-08-27,2026-08-27,Renewal,665 Gonzalez Causeway,Alder Bay,MA,67206,United States,54908 Elizabeth Radial,Lake Briar,TX,10022,United States,USD,Synthetic order for test and benchmark use.,2025-08-01T14:14:05Z,950778.74,001kpkteJ4XLaaYQTV,003P39CqbvZ8qZ8Y7T,,006714F7uqDVIOWY93,01sQ4LtuJF9K1vlMFT,0Q06N0beEhy2tAaCXH,
801aRA58ayiF2kMI7G,ORD-000000324,Activated,2022-04-25,2025-04-24,Renewal,71644 Molina Locks,Willow Harbor,TX,49697,United States,94930 Holt Station,Lake Briar,CO,75297,United States,USD,Synthetic order for test and benchmark use.,2022-04-06T18:26:45Z,1831130.51,001oPLQgL6DtzXuQJ9,003Sf5gZC0qTX4rIWP,,006guMbKiDAobJoQWW,01sLoYtuPuiAhJSKZN,,003LsUD2wMm9ppCAJV
801iY5O2CW9BQY4Y71,ORD-000000325,Activated,2023-08-24,2025-08-23,Amendment,8004 Daniel Hollow,Cedar Crossing,MA,95085,United States,23023 Williams Light,Northhaven,CO,51598,United States,USD,Synthetic order for test and benchmark use.,2023-07-07T01:01:34Z,2310771.74,001mKhmK3YHBLkpIFQ,,,8107jXTv7ToTiDkQVJ,01sQ4LtuJF9K1vlMFT,0Q0VA6zyQctEvZB0V8,0035IgKC3CNNpIAALQ
8019L3grXU5p4EqQYE,ORD-000000326,Cancelled,2022-04-12,2023-04-12,Renewal,8331 Teresa Circle,Summit Glen,WA,49507,United States,447 Brandy Light,Summit Glen,WA,58241,United States,USD,Synthetic order for test and benchmark use.,2022-02-25T21:23:15Z,2997808.58,0016bs349lxRsmUQ0V,0038UpwEk35ffeBQQI,,801IgdaxLwOyiK2AHZ,01sLoYtuPuiAhJSKZN,,003PePWYVD4dIBvQ7F
801iHTshgHDOpsRAII,ORD-000000327,Cancelled,2025-06-09,2027-06-09,Renewal,6249 Dylan Wells,Summit Glen,CA,83700,United States,71450 Sherry Villages,Cedar Crossing,WA,18194,United States,USD,Synthetic order for test and benchmark use.,2025-05-23T18:22:40Z,523644.74,001g2MhymLdN59YQJG,003iPxRW4x8Atg0QMZ,800puUrLzvJbTTvQBH,81tHjA0goD8mPAOI4W,01sQ4LtuJF9K1vlMFT,,003ZHUE1WFG4FS9AMG
801hMKqm6FnOpBLIKH,ORD-000000328,Fulfilled,2023-03-23,2024-03-22,Renewal,1066 Kelly Lodge,Summit Glen,NC,92526,United States,9247 Castro Skyway,Cedar Crossing,MA,70664,United States,USD,Synthetic order for test and benchmark use.,2023-03-13T01:28:43Z,1231382.68,001QMRyBoOV9ydJAFR,003gg89u20676IeIXS,,8109Mf3g1wQLaZVIXY,01sLoYtuPuiAhJSKZN,,003gg89u20676IeIXS
8019s40m9JzLN2QI0L,ORD-000000329,Draft,2022-12-28,2025-12-27,Amendment,47323 Walsh Squares,Cedar Crossing,MA,49092,United States,560 Sparks Valley,Summit Glen,OR,86757,United States,USD,Synthetic order for test and benchmark use.,2022-12-27T00:35:36Z,985756.82,001gJF3ven13WeWAFA,003tvCM1fcuqQpjIHZ,,006Ei0yj8TqoL5gYUX,01sQ4LtuJF9K1vlMFT,,003tvCM1fcuqQpjIHZ
02iplBqj91y2OCQYPQ,ORD-000000330,Fulfilled,2026-02-26,2027-02-26,Renewal,09579 Tracy Gateway,Cedar Crossing,OR,61844,United States,4499 Smith Forks,Alder Bay,MA,23992,United States,USD,Synthetic order for test and benchmark use.,2026-02-18T06:47:03Z,816702.95,001JTximtecXZZ0IK7,003nDG4Edmka5a5A5U,,006k9D7myVpRB2wYGP,01sQ4LtuJF9K1vlMFT,,003u2f5oGPzB7zdA0X
501iwVuT1jAKO8wY9A,ORD-000000331,Cancelled,2026-04-28,2027-04-28,Renewal,971 Jennings Stream,Northhaven,CO,93328,United States,10896 Phillips Turnpike,Cedar Crossing,WA,86700,United States,USD,Synthetic order for test and benchmark use.,2026-04-02T12:36:21Z,413260.49,0014BI0PTpGJAb4ICJ,003YGDgi4wpYkizA4I,,006XzY78bXcZHCtAV8,01sf902KvuoXgXtOGX,,
7001ARnqX538iYMQHE,ORD-000000332,Draft,2022-06-21,2024-06-20,Amendment,4430 Flowers Crossing,Summit Glen,NC,18769,United States,361 Vanessa Motorway,Lake Briar,NC,16823,United States,USD,Synthetic order for test and benchmark use.,2022-05-06T18:03:20Z,2834764.12,001KLzOHTO9BbVjAXJ,003sZMUXdL7Us8BY75,,00t3IOqEP69BAS0AOG,01sf902KvuoXgXtOGX,0Q0Zf3sYH6KXw0z0AK,003sZMUXdL7Us8BY75
8016P5wRUhPHtksAPD,ORD-000000333,Activated,2021-10-17,2023-10-17,Renewal,0650 John Keys,Northhaven,TX,90096,United States,9021 Mitchell Corners,Lake Briar,OR,97305,United States,USD,Synthetic order for test and benchmark use.,2021-09-06T12:44:32Z,2690978.55,001JcZQ7uhRMVxxILW,003XyMpRNkbfCV9IA3,,006CN4FCcpXFOdjYOC,01sLoYtuPuiAhJSKZN,0Q0XvaLlQZnFnTxCSA,
801IUpaoWqPTYd7A1F,ORD-000000334,Draft,2021-09-04,2024-09-03,New,9429 Shelton Islands,Cedar Crossing,MA,85211,United States,49992 Sims Keys,Willow Harbor,TX,83549,United States,USD,Synthetic order for test and benchmark use.,2021-08-25T11:02:36Z,2569228.16,0018wiQDxKxpFvLYGU,003NMwkyLIDXT1sAPB,800c2FglfO36e5tQ5F,520tpdZF37z5lm2IER,01sLoYtuPuiAhJSKZN,,0039rEoLX65XSqVAZH
801b1c2EgPA5ChzIDS,ORD-000000335,Fulfilled,2025-08-31,2027-08-31,New,6670 Susan Manor,Cedar Crossing,WA,22219,United States,8714 Vickie Garden,Northhaven,NC,54022,United States,USD,Synthetic order for test and benchmark use.,2025-08-11T19:35:55Z,1347310.47,001Ivgehi2RhpxmIXK,003tdhd5gh39imtAD6,,811H4d9tvIFq8siIC1,01sLoYtuPuiAhJSKZN,,003lZRttcGpB1etYSU
801WqIFyegkM28DY5X,ORD-000000336,Draft,2024-04-10,2026-04-10,New,98038 Anna Park,Summit Glen,WA,79787,United States,893 Christensen Lock,Northhaven,CA,88323,United States,USD,Synthetic order for test and benchmark use.,2024-02-13T07:24:17Z,963724.29,001cnLEQk5pZMibQH2,003bou0dAYXn7MIQQ7,,006aA3yAV466PkYAKT,01sQ4LtuJF9K1vlMFT,,003BG6JQjrARVNaY8T
70t0qtcpeGx2wj6Y2U,ORD-000000337,Activated,2025-11-15,2026-11-15,Renewal,760 Kevin Orchard,Alder Bay,WA,20035,United States,255 Cassandra Walk,Willow Harbor,MA,55648,United States,USD,Synthetic order for test and benchmark use.,2025-10-06T01:11:17Z,1017179.83,001FifSg7G2gzZrY2M,003zaVLDO9Vk4P0IGZ,,810eNr2w9bo9QOsYDP,01sf902KvuoXgXtOGX,,003zaVLDO9Vk4P0IGZ
801pbE4pWfdStQnADE,ORD-000000338,Activated,2023-03-19,2026-03-18,Amendment,5466 Steven Via,Alder Bay,OR,16878,United States,08823 Wade Lane,Willow Harbor,NC,21710,United States,USD,Synthetic order for test and benchmark use.,2023-02-19T02:26:25Z,220723.23,001g6qzdBj5dugTI7C,003wHhejZPlmq9eY75,,,01sLoYtuPuiAhJSKZN,,003wHhejZPlmq9eY75
511pJ4d0WXDybb4QCI,ORD-000000339,Draft,2023-08-15,2026-08-14,New,681 Diana Knoll,Alder Bay,OR,22581,United States,18641 Cruz Route,Alder Bay,WA,77824,United States,USD,Synthetic order for test and benchmark use.,2023-06-24T22:20:00Z,725022.83,001MetGBUEn7phAIPH,003jPwvRLumV25vQ5Y,800hhTP2auEcxOdYM6,006cRnOVinK8gXHA0R,01sQ4LtuJF9K1vlMFT,,003jPwvRLumV25vQ5Y
026mpJ3qkHMPwcfA89,ORD-000000340,Cancelled,2021-12-31,2022-12-31,Renewal,231 Victor Springs,Lake Briar,MA,62036,United States,193 Tiffany Dam,Willow Harbor,TX,47358,United States,USD,Synthetic order for test and benchmark use.,2021-12-02T12:44:15Z,291903.5,001kBV5ho7M1GOwA4E,003yFJa6PAPJltMY99,,51iReplUFZVxBL6YB6,01sQ4LtuJF9K1vlMFT,,003s8MYKvLvCt3ZAN8
810U0ikkjudK62DI7W,ORD-000000341,Draft,2023-07-28,2024-07-27,Renewal,762 James Overpass,Alder Bay,TX,18358,United States,3686 Monica Crescent,Alder Bay,WA,54373,United States,USD,Synthetic order for test and benchmark use.,2023-06-27T00:04:43Z,1188131.81,001X50Bqc5cThUtYIX,003BiVuwQpdIloXY64,,,01sf902KvuoXgXtOGX,,003HWzfY8Kkbu7SA6F
71iuskDkUQF9eXuY5A,ORD-000000342,Fulfilled,2021-02-16,2022-02-16,New,97855 Laurie Mill,Northhaven,NC,37389,United States,463 Jackson Loop,Summit Glen,TX,85508,United States,USD,Synthetic order for test and benchmark use.,2021-02-07T18:13:57Z,1535213.27,001xCcjaWJxjfQtAJX,003r8yPlhYWDqxxAG4,,006OHS32pgAomz6I24,01sf902KvuoXgXtOGX,,003NVY7EuWqQ3GgQ1R
801JdwksVK5URVyY6Z,ORD-000000343,Activated,2024-12-01,2027-12-01,Amendment,197 Delgado Bypass,Willow Harbor,CA,33941,United States,247 Fleming Cliffs,Cedar Crossing,MA,92337,United States,USD,Synthetic order for test and benchmark use.,2024-10-20T03:49:53Z,2894453.77,001SDonDyKHRDRwYPS,,,,01sQ4LtuJF9K1vlMFT,0Q08mEWoBWrbPAjCDM,003KGcWILZDhxjxYQE
521mfIlZAaSPvD1QTS,ORD-000000344,Activated,2022-10-16,2024-10-15,Amendment,356 Turner Vista,Summit Glen,CA,45961,United States,08292 Gamble Points,Alder Bay,CA,57224,United States,USD,Synthetic order for test and benchmark use.,2022-08-17T18:25:37Z,36836.31,001gJF3ven13WeWAFA,003tvCM1fcuqQpjIHZ,,006Ei0yj8TqoL5gYUX,01sQ4LtuJF9K1vlMFT,,003tvCM1fcuqQpjIHZ
801mwTG4iJfAEy9IB1,ORD-000000345,Fulfilled,2021-05-11,2023-05-11,New,33190 Robert Terrace,Northhaven,CA,99332,United States,428 King Spring,Willow Harbor,WA,21651,United States,USD,Synthetic order for test and benchmark use.,2021-05-04T19:27:44Z,1491271.65,0015F3Mg4glglAzQRW,,,000CQ9iBxBhpsC9QI8,01sQ4LtuJF9K1vlMFT,,
01tEcuF0JFAbQ3WIZI,ORD-000000346,Draft,2026-02-23,2027-02-23,Renewal,537 Pugh Tunnel,Summit Glen,NC,98360,United States,00360 Taylor Garden,Willow Harbor,CA,77420,United States,USD,Synthetic order for test and benchmark use.,2026-01-22T05:12:56Z,1507500.38,0014WYoiYbOMlUgQDX,003PIsnfE5YQMdlYVF,,006JBCuzYapF5eRQOG,01sQ4LtuJF9K1vlMFT,,
801wGTD0LbQ3cPzAJA,ORD-000000347,Draft,2024-01-22,2025-01-21,New,710 Huff Groves,Northhaven,CA,50152,United States,6968 Acosta Inlet,Cedar Crossing,MA,45439,United States,USD,Synthetic order for test and benchmark use.,2023-12-30T08:51:32Z,894611.06,001ELIrItgjWFxCQSW,003Eiir1zfVRuSlIZ7,,006OTMiE4lXDcS1ARJ,01sLoYtuPuiAhJSKZN,,003Eiir1zfVRuSlIZ7
80192K2jOEMhsMEQ1N,ORD-000000348,Activated,2024-03-30,2026-03-30,Renewal,4930 Swanson Road,Lake Briar,OR,87603,United States,176 Thomas Loop,Lake Briar,WA,58673,United States,USD,Synthetic order for test and benchmark use.,2024-02-01T17:14:00Z,2790404.66,001Oil2EokU3tWpID9,0036mmNusffWovpIGN,,0061NMs5MRG7sHyINX,01sJqGPflRJqwqCPRW,,0036mmNusffWovpIGN
801pyZTMUjegmWGYAK,ORD-000000349,Cancelled,2026-07-04,2028-07-03,New,94544 David Port,Willow Harbor,OR,10203,United States,058 Tracey Rue,Cedar Crossing,OR,10347,United States,USD,Synthetic order for test and benchmark use.,2026-06-13T10:46:55Z,830697.07,001KInyPfEAkhgcQEO,0039c0qERICaKo4AJ8,8009eDSbXqRkZwRQ2T,006vJK10atp9GkpASS,01sQ4LtuJF9K1vlMFT,,0039c0qERICaKo4AJ8
006b88SMWQzTaIpIYP,ORD-000000350,Cancelled,2025-09-24,2026-09-24,Renewal,4723 Dylan River,Cedar Crossing,CA,79703,United States,882 Williams Corner,Northhaven,TX,53584,United States,USD,Synthetic order for test and benchmark use.,2025-07-29T09:08:09Z,1267084.37,001ZtdM0LykySWPIE4,003OZDLPzTkmS9yYFU,,00i5NoS0FHkqTteQ5Q,01sLoYtuPuiAhJSKZN,0Q0u6BfOygEK5sES8P,0035heRF4LfS5QHQ5B
801fGpYUZoZBqGAIVJ,ORD-000000351,Fulfilled,2023-05-13,2026-05-12,New,35956 Dawn Wells,Alder Bay,MA,73266,United States,9205 Elliott Mills,Willow Harbor,TX,93700,United States,USD,Synthetic order for test and benchmark use.,2023-04-11T20:23:52Z,2802712.41,001ZV3zN3f85rlSYDN,003XfSezXjrwOTzIKG,800TPPSbhr16ZK9IJO,,01sLoYtuPuiAhJSKZN,,003HBVGQR6X79NxAFG
801MyFj0X0evT0iIKJ,ORD-000000352,Activated,2023-10-23,2026-10-22,Renewal,895 Nicholas Prairie,Summit Glen,CO,66773,United States,15221 James Station,Cedar Crossing,NC,76569,United States,USD,Synthetic order for test and benchmark use.,2023-09-22T10:20:49Z,2940461.62,001GikJVQQYFMgSI6M,003xoJjqRuD6JQuINX,800z269R6ifpeYRQJR,70181BSMex1BV2oY2A,01sf902KvuoXgXtOGX,,003bFL2NaSJfrCpQXU
801xETtKEHRShAoYZP,ORD-000000353,Draft,2021-02-08,2024-02-08,Amendment,435 Lauren Lake,Alder Bay,OR,66155,United States,33878 Khan Drive,Willow Harbor,TX,87942,United States,USD,Synthetic order for test and benchmark use.,2021-01-01T08:51:17Z,2425024.46,001ygA3FAG75gTTAXO,0039vrHZDDIGaHJA4T,800Vchmt8SLcmOuQZL,006Jwsa3eFMG33rQAI,01sLoYtuPuiAhJSKZN,,003rzl8QJiye2xyYHC
801dw57foCSzfVBIHO,ORD-000000354,Cancelled,2022-07-22,2023-07-22,Renewal,16682 Chen Trail,Summit Glen,WA,51557,United States,444 Melissa Cape,Lake Briar,WA,88721,United States,USD,Synthetic order for test and benchmark use.,2022-06-16T18:38:38Z,1636101.84,001H2ifRi7MnAnLIKL,,,006shRlqZmnnyfUYE0,01sf902KvuoXgXtOGX,,003oylSB1JB6P0eQ9K
801xNcxbZvb2Qk8Q8Y,ORD-000000355,Activated,2026-06-05,2028-06-04,New,9991 Charles Knoll,Alder Bay,CO,80808,United States,907 Cox Walk,Summit Glen,WA,53585,United States,USD,Synthetic order for test and benchmark use.,2026-04-06T05:45:37Z,389498.64,001Cie8IUBvN1LAIXN,003XphXZchuD8T4Q16,,70iEKKsvpW0SHkqQH8,01sf902KvuoXgXtOGX,,
72i3nBZxCQI0vftYG6,ORD-000000356,Activated,2021-06-02,2023-06-02,New,413 Snyder Causeway,Alder Bay,NC,92929,United States,07883 Silva Drive,Summit Glen,MA,16416,United States,USD,Synthetic order for test and benchmark use.,2021-04-12T23:50:21Z,721102.58,001tvKQbYklnB9tY2P,003Hft4JMPdcICEALJ,800O8Ra0PxdA5AwQR9,006mAqCQLvoO5idYZI,01sQ4LtuJF9K1vlMFT,,0039nywwcoxMniGIIW
801BAhLP1U4X1x9YEW,ORD-000000357,Fulfilled,2026-06-17,2028-06-16,New,13882 Carmen Canyon,Willow Harbor,OR,85224,United States,55149 Moore Ranch,Alder Bay,OR,86296,United States,USD,Synthetic order for test and benchmark use.,2026-04-28T22:13:21Z,1281784.16,001tvKQbYklnB9tY2P,003eWy6yqXeGgNqYTR,,70iWEYFezjbj27aIL5,01sQ4LtuJF9K1vlMFT,,
801a9Sn6em4fW5CQCR,ORD-000000358,Cancelled,2024-04-14,2025-04-14,New,15285 Chavez Street,Summit Glen,WA,16608,United States,4594 Lloyd Creek,Cedar Crossing,OR,92954,United States,USD,Synthetic order for test and benchmark use.,2024-03-25T06:24:25Z,215048.73,001kC1LlUdj8c3zY68,,,006fLXXRmFzm5m5QSV,01sQ4LtuJF9K1vlMFT,,00338UX9kGNIwR6YNC
8018R9xA3DkQz56QPT,ORD-000000359,Draft,2021-06-13,2022-06-13,Renewal,18306 Travis Ridge,Lake Briar,OR,79535,United States,45555 Williams Lodge,Willow Harbor,NC,62432,United States,USD,Synthetic order for test and benchmark use.,2021-05-15T04:59:33Z,1263275.56,001JTximtecXZZ0IK7,0030LfI9bdZF3eQINR,,006k9D7myVpRB2wYGP,01sQ4LtuJF9K1vlMFT,,
8010CIzsSgadkzpY5S,ORD-000000360,Activated,2022-04-10,2024-04-09,Renewal,46753 Wilson Mountain,Alder Bay,OR,88141,United States,2690 Stacey Ferry,Cedar Crossing,CA,25379,United States,USD,Synthetic order for test and benchmark use.,2022-03-06T19:32:05Z,452376.17,001mr80ElRqK1bZQVC,003LlJq3Dr4OalLYX7,,521FiKnX1ihmKBmIQQ,01sLoYtuPuiAhJSKZN,,003fxfNMWmD3J0XYFE
801hRr4uzzEcTjKYYQ,ORD-000000361,Fulfilled,2023-11-27,2024-11-26,Renewal,6640 Washington Forges,Northhaven,OR,51306,United States,76972 Patrick Stream,Alder Bay,MA,89102,United States,USD,Synthetic order for test and benchmark use.,2023-10-20T05:00:09Z,1802347.07,001LDOa8tzZhi9lQLS,003mzxvYX0gylHyAXZ,,02627uJs3bLAI8fQEU,01sJqGPflRJqwqCPRW,,003DzsGx5Fq1lXTIVL
51txBStHCwvBgfXIC1,ORD-000000362,Cancelled,2023-04-09,2026-04-08,Amendment,8328 Heath Forks,Summit Glen,WA,35401,United States,28377 White Tunnel,Lake Briar,WA,47413,United States,USD,Synthetic order for test and benchmark use.,2023-02-09T13:53:08Z,1965635.61,001vuI7W5NKUSqVAGG,003YnlgXXJ3fs0AQB3,,01i0VEuLsNMmv1bI17,01sQ4LtuJF9K1vlMFT,,003kxeIbYRarc1MYRV
020M8CboFRIiD3NQG4,ORD-000000363,Activated,2025-09-24,2027-09-24,New,166 Loretta Wells,Northhaven,OR,31373,United States,2476 Megan Mall,Willow Harbor,NC,85661,United States,USD,Synthetic order for test and benchmark use.,2025-09-22T09:03:44Z,2568886.68,001zBr7D0amNm8PY72,003fJVkLHH5nEXLAJL,,006DyTvQPKimCaHIY6,01sLoYtuPuiAhJSKZN,,00343bIdpjNXmX0IFJ
801O9lJT6dSpJ25QYK,ORD-000000364,Draft,2025-11-28,2027-11-28,Renewal,976 Jordan Forges,Cedar Crossing,OR,61410,United States,946 Mendoza Mount,Summit Glen,TX,52290,United States,USD,Synthetic order for test and benchmark use.,2025-10-18T10:56:12Z,1678726.59,001Ivgehi2RhpxmIXK,0038F3XT25bzrwRARW,,510UTmIoMkdLeZsYYB,01sLoYtuPuiAhJSKZN,,0030xWcxrRWbioOIV0
801ckdklBFiBMk5AS3,ORD-000000365,Cancelled,2023-05-13,2024-05-12,Renewal,118 Jared Overpass,Lake Briar,CA,19047,United States,1860 Hughes Stravenue,Northhaven,CA,81351,United States,USD,Synthetic order for test and benchmark use.,2023-04-06T08:32:53Z,372958.57,0010APGD8asQ2PkIS9,003B3AJH3u2wz9VQGN,,006kz7Zjv3Y4k1FIXT,01sLoYtuPuiAhJSKZN,,003B3AJH3u2wz9VQGN
02iDY0WnClXpc1oAED,ORD-000000366,Draft,2023-02-15,2024-02-15,Amendment,788 Samantha Manors,Cedar Crossing,CA,13024,United States,1601 Tiffany Point,Northhaven,TX,85396,United States,USD,Synthetic order for test and benchmark use.,2023-01-16T05:53:41Z,1790176.6,001vnn1W5RPN0LPYO8,003FXncODtG3z8xQ4F,800bjmohWwCP7WSIB5,500Q2cTozA6h6POIBP,01sf902KvuoXgXtOGX,,003zu9kFOrpbJ8UYJH
8015eUUqWcEPtHtA03,ORD-000000367,Fulfilled,2022-06-10,2025-06-09,Renewal,24839 Stone Glen,Northhaven,OR,67048,United States,957 Chavez Drive,Cedar Crossing,CA,88585,United States,USD,Synthetic order for test and benchmark use.,2022-04-20T00:37:59Z,175391.6,001CmyWD3JXNdXOAM9,003x8fjgq3Azg0PQN3,,006hof4HCVUVLzkYA3,01sf902KvuoXgXtOGX,,003x8fjgq3Azg0PQN3
