Id,Name,QuoteNumber,Status,ExpirationDate,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,CurrencyIsoCode,Description,CreatedDate,Subtotal,Discount,Tax,TotalPrice,GrandTotal,AccountId,ContractId,OpportunityId,Pricebook2Id
0Q07OW3WhOt9Z1B0D4,Synthetic Quote 0000415,Q-00000415,Rejected,2024-08-31,9677 John Hills,Lake Briar,MA,64640,United States,803 Flores Ford,Summit Glen,NC,43026,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-08-01T07:07:02Z,396435.84,10.0,26759.42,356792.26,383551.68,001yyUUvtYcXQSAY46,,82iXF0oc6XjtAQoADN,01sLoYtuPuiAhJSKZN
0Q0ndYLGrw18ZHhSLE,Synthetic Quote 0000416,Q-00000416,Draft,2023-06-17,935 Thompson Vista,Willow Harbor,CA,92404,United States,85393 Butler Route,Northhaven,CA,25394,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-05-03T18:57:29Z,1288001.52,0.0,128800.15,1288001.52,1416801.67,001gQSNxeXgntf7YR3,,006cKDAmVaeja9FQ08,01sQ4LtuJF9K1vlMFT
0Q0c91mhONbzR1yKHY,Synthetic Quote 0000417,Q-00000417,Presented,2023-01-21,39299 Snyder Course Apt. 937,Northhaven,TX,35982,United States,54718 Wilson Throughway,Alder Bay,MA,90152,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-10-23T04:47:53Z,672719.44,15.0,0.0,571811.52,571811.52,001xWEtTmi24vmPI8I,,701Ejd0faIkp4zwI6I,01sLoYtuPuiAhJSKZN
0Q0eBDvu6tGJJDN0CK,Synthetic Quote 0000418,Q-00000418,In Review,2026-05-08,77828 Bartlett Roads Suite 523,Northhaven,NC,77641,United States,628 Stanley Pines Apt. 956,Summit Glen,MA,43473,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-02-07T04:49:35Z,1067489.67,0.0,53374.48,1067489.67,1120864.15,001yVmlwCnpWY0fA4W,,5168KK2y69MZusAA21,01sQ4LtuJF9K1vlMFT
0Q0x8py2WwWuEBe0GD,Synthetic Quote 0000419,Q-00000419,Presented,2021-12-07,13535 Jeanette Village Suite 404,Northhaven,NC,87435,United States,54947 Christopher Mountains Suite 641,Cedar Crossing,WA,21369,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-10-23T18:23:11Z,2289189.71,10.0,154520.31,2060270.74,2214791.05,001qP46mGWsPnuOQ5R,800WGmMAqFXhoiTIUV,716J4BS1pykr2rsQCF,01sLoYtuPuiAhJSKZN
0Q0aEjw842Iyo7gC3F,Synthetic Quote 0000420,Q-00000420,Accepted,2026-04-22,328 Humphrey Mall,Summit Glen,CO,67321,United States,42037 George Greens,Cedar Crossing,CO,75351,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-02-21T05:45:43Z,524831.64,0.0,26241.58,524831.64,551073.22,001Ql5gfswhLAUiIZH,,0200uJY3Tu7ygdyIMF,01sQ4LtuJF9K1vlMFT
0Q002S9KM3x4tQRCEA,Synthetic Quote 0000421,Q-00000421,Accepted,2025-01-22,58388 Holland Loaf,Alder Bay,NC,46316,United States,4190 Corey Knoll Apt. 565,Northhaven,CA,77231,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-11-23T00:14:47Z,1363300.79,10.0,92022.8,1226970.71,1318993.51,001oPLQgL6DtzXuQJ9,,506u0LsPANexmkqA6E,01sQ4LtuJF9K1vlMFT
0Q0ysc5XhvskVJAKD5,Synthetic Quote 0000422,Q-00000422,Accepted,2023-01-02,98405 Robinson Drives,Summit Glen,NC,12391,United States,90769 Hernandez Stream,Cedar Crossing,CO,34308,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-11-03T23:55:05Z,1491766.64,10.0,0.0,1342589.98,1342589.98,001kC1LlUdj8c3zY68,,006fLXXRmFzm5m5QSV,01sQ4LtuJF9K1vlMFT
0Q0DhiYfpW9VJH3SER,Synthetic Quote 0000423,Q-00000423,Rejected,2026-04-20,24311 Mcfarland Spring,Cedar Crossing,OR,50162,United States,707 Watkins Creek Apt. 609,Cedar Crossing,TX,52904,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-03-06T03:58:11Z,86076.8,0.0,0.0,86076.8,86076.8,001F0saAL86T3h5IUF,,52th6NaZzpxGAvAY03,01sLoYtuPuiAhJSKZN
0Q02v5kJAVySePpCQO,Synthetic Quote 0000424,Q-00000424,Draft,2024-07-21,808 Soto Knolls,Lake Briar,CA,99844,United States,542 King Run Apt. 586,Summit Glen,TX,45042,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-04-22T05:34:07Z,2343625.46,10.0,158194.72,2109262.91,2267457.63,0018MjZShtig55PAG6,800RGzoGVNcuQYDI8E,006uecDPCbj1JlDILS,01sLoYtuPuiAhJSKZN
0Q0lm9VdaankOwJKPS,Synthetic Quote 0000425,Q-00000425,Presented,2025-07-04,7978 Katherine Radial,Willow Harbor,CO,68624,United States,838 Christopher Prairie,Lake Briar,CA,45064,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-06-04T00:15:18Z,720949.62,10.0,32442.73,648854.66,681297.39,001uzPoKDHG07pVI82,,,01sf902KvuoXgXtOGX
0Q0Y3AOo6FVAR7dKPF,Synthetic Quote 0000426,Q-00000426,Rejected,2023-10-20,37617 Anthony Burg,Cedar Crossing,TX,91368,United States,5211 Lopez Lakes Suite 475,Willow Harbor,TX,31821,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-09-20T18:46:27Z,33248.69,0.0,3324.87,33248.69,36573.56,001FifSg7G2gzZrY2M,,810eNr2w9bo9QOsYDP,01sf902KvuoXgXtOGX
0Q0VA6zyQctEvZB0V8,Synthetic Quote 0000427,Q-00000427,Draft,2022-10-19,73082 Welch Cove Apt. 620,Summit Glen,OR,54494,United States,7160 Melton Springs Apt. 246,Lake Briar,NC,14872,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-09-19T14:28:12Z,1995083.15,10.0,179557.48,1795574.83,1975132.31,001mKhmK3YHBLkpIFQ,,8107jXTv7ToTiDkQVJ,01sQ4LtuJF9K1vlMFT
0Q07OoQp5k2Z0tdCO8,Synthetic Quote 0000428,Q-00000428,In Review,2026-04-08,201 Lyons Junctions,Willow Harbor,CO,81315,United States,33034 Robert Field,Summit Glen,TX,78995,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-02-07T08:05:15Z,2199177.14,15.0,93465.03,1869300.57,1962765.6,0012n9SIy3FafTfYR5,,006BVEigoTGsIGqQBA,01sQ4LtuJF9K1vlMFT
0Q05MHnxj4bquUoKRC,Synthetic Quote 0000429,Q-00000429,Presented,2026-06-01,4051 Jenna Trail Apt. 424,Summit Glen,MA,65500,United States,82481 Johnson Street,Lake Briar,MA,63517,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-03-03T00:16:29Z,1384203.34,5.0,0.0,1314993.17,1314993.17,0011y3R0qW4167MAMP,,71t7Em0CjNehdJoY4T,01sLoYtuPuiAhJSKZN
0Q0TtURFDjdmM2dK3B,Synthetic Quote 0000430,Q-00000430,Accepted,2022-06-25,654 Eddie Lake,Willow Harbor,CA,22035,United States,8543 Howard Roads,Summit Glen,MA,15894,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-05-26T20:06:03Z,1391121.69,0.0,139112.17,1391121.69,1530233.86,001evLCMHIsIpP4IS4,,826g08vVGgEU6FqQUH,01sQ4LtuJF9K1vlMFT
0Q0pmtC6S51uTKWSWP,Synthetic Quote 0000431,Q-00000431,Rejected,2024-01-23,2762 Luke Springs Apt. 088,Summit Glen,OR,77017,United States,666 Green Mission Apt. 678,Northhaven,CA,43642,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-12-24T06:02:48Z,964283.77,0.0,72321.28,964283.77,1036605.05,001Cie8IUBvN1LAIXN,,70iEKKsvpW0SHkqQH8,01sf902KvuoXgXtOGX
0Q0Vv1FzGanrCz007F,Synthetic Quote 0000432,Q-00000432,In Review,2022-06-20,566 Jennifer Ridges Suite 475,Willow Harbor,WA,23962,United States,796 Stacy Well Apt. 935,Alder Bay,CO,86801,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-03-22T09:40:23Z,672842.27,5.0,47940.01,639200.16,687140.17,001yGC8xttQVvNRYNT,,00isjDp7DggNzxqQ1K,01sQ4LtuJF9K1vlMFT
0Q0r1zYECB8zGTdCHJ,Synthetic Quote 0000433,Q-00000433,In Review,2021-06-03,7444 Terry Stravenue,Lake Briar,CA,38517,United States,5979 Fischer Junctions,Northhaven,WA,57198,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-05-04T10:19:01Z,641447.24,0.0,48108.54,641447.24,689555.78,0016bs349lxRsmUQ0V,8000rz8uug1m2u0YHF,526hrbbbEp7wldeA1B,01sf902KvuoXgXtOGX
0Q0Fnfkg02ubBZRCI6,Synthetic Quote 0000434,Q-00000434,Presented,2022-12-05,00635 Julie Pine,Cedar Crossing,MA,66561,United States,4800 Taylor Mountain Apt. 583,Summit Glen,MA,68552,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-11-05T23:56:15Z,1309888.04,10.0,0.0,1178899.24,1178899.24,001I9h4vN2Mpc08I26,,700HXReK0YYlpwkY13,01sf902KvuoXgXtOGX
0Q0pqrxpZlRzfdu056,Synthetic Quote 0000435,Q-00000435,Rejected,2026-03-26,190 Patricia Crescent,Cedar Crossing,MA,89440,United States,01326 Katrina Common Apt. 249,Northhaven,TX,43953,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-01-25T20:26:16Z,1642171.14,0.0,82108.56,1642171.14,1724279.7,001LDOa8tzZhi9lQLS,,006AhjwNWf11L56Y50,01sf902KvuoXgXtOGX
0Q0SD4iAC4Au9ZxC30,Synthetic Quote 0000436,Q-00000436,Presented,2025-10-17,45889 John Expressway,Lake Briar,NC,60453,United States,22417 Decker Causeway Suite 064,Northhaven,WA,96904,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-09-02T21:58:54Z,758297.8,10.0,34123.4,682468.02,716591.42,001KqKN8Jf0F9i9AKQ,,006djs3y9H8Y08YYDX,01sLoYtuPuiAhJSKZN
0Q0qgn8MsTdiI1WSWR,Synthetic Quote 0000437,Q-00000437,In Review,2024-01-16,84604 Roth Drive,Northhaven,MA,73462,United States,6362 John Key Apt. 536,Willow Harbor,TX,20228,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-12-17T08:09:00Z,1349203.29,0.0,101190.25,1349203.29,1450393.54,001Ivgehi2RhpxmIXK,,0069sow6G4kNJ2VQCU,01sf902KvuoXgXtOGX
0Q0SvqcVjYevkwwCE8,Synthetic Quote 0000438,Q-00000438,Accepted,2022-11-09,1995 Martin Isle Suite 057,Cedar Crossing,OR,70557,United States,9924 Shawna Harbor Apt. 524,Summit Glen,TX,51894,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-09-10T20:46:59Z,583315.33,15.0,0.0,495818.03,495818.03,001jIiXAhBEHXIPYQP,,8104BWEK6Vg8jxoQ0U,01sLoYtuPuiAhJSKZN
0Q0Rx0p5nT6L16Q0DC,Synthetic Quote 0000439,Q-00000439,Rejected,2024-01-27,79245 Amy Road Apt. 108,Alder Bay,WA,84354,United States,785 Amanda Mall,Willow Harbor,MA,25795,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-11-28T09:25:56Z,1017745.23,0.0,101774.52,1017745.23,1119519.75,001ltvwfHnMcdhbAJS,,726FMdiCT0tjq1BYP4,01sQ4LtuJF9K1vlMFT
0Q0XvwTEPEjFQry0PI,Synthetic Quote 0000440,Q-00000440,In Review,2022-10-19,03976 Santos River Suite 258,Alder Bay,CO,52866,United States,743 Shannon Coves Suite 084,Cedar Crossing,NC,12331,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-09-19T08:30:11Z,1353526.89,15.0,57524.89,1150497.86,1208022.75,001Ee8rMt958Fh9Y0A,,0065MMZsFYroY4RAAH,01sJqGPflRJqwqCPRW
0Q0ws2he4rCTYdoSW4,Synthetic Quote 0000441,Q-00000441,In Review,2026-08-14,00602 Michael Station,Cedar Crossing,TX,43123,United States,9980 Kimberly Garden Apt. 928,Willow Harbor,WA,91767,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-06-15T02:11:54Z,488776.67,0.0,36658.25,488776.67,525434.92,0013e2Rh2QW4yB5YBM,,0067uJUcdvHi07VA0P,01sf902KvuoXgXtOGX
0Q0EGvjcrpdeQQRKQ0,Synthetic Quote 0000442,Q-00000442,Accepted,2025-12-23,800 Suzanne Turnpike Apt. 368,Northhaven,MA,64744,United States,52243 Martinez Pine Apt. 390,Willow Harbor,NC,50451,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-11-08T08:09:20Z,156611.7,10.0,10571.29,140950.53,151521.82,001Z9FmqrbfBXeVI9A,,71iQQ8SGfolOwXNQYJ,01sQ4LtuJF9K1vlMFT
0Q0nsfZ46FzACHJCXF,Synthetic Quote 0000443,Q-00000443,Rejected,2022-02-05,9464 Smith Stravenue,Northhaven,NC,51764,United States,55310 Robert Ford Apt. 145,Northhaven,CA,28182,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-11-07T18:16:17Z,1562816.44,15.0,99629.55,1328393.97,1428023.52,001rZKhxAH83TVvA97,,,01sf902KvuoXgXtOGX
0Q0oZuda9DsLElTSGD,Synthetic Quote 0000444,Q-00000444,Accepted,2026-03-25,27111 Lewis Center Suite 941,Northhaven,WA,50020,United States,516 Leslie Island,Lake Briar,MA,21840,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-02-23T10:47:19Z,1034474.58,5.0,73706.31,982750.85,1056457.16,001XJBJ9looV3jVARS,,521RCi4InzDJlbwA0D,01sLoYtuPuiAhJSKZN
0Q00TeWB7YKmN49SI9,Synthetic Quote 0000445,Q-00000445,Rejected,2021-05-14,84868 Owens Road Suite 448,Cedar Crossing,NC,85882,United States,990 Steven Landing,Lake Briar,TX,71631,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-03-15T02:05:49Z,2173222.49,5.0,103228.07,2064561.37,2167789.44,001GvUdh6yZWB0wIIH,,006jSuSSPt43k1xAHM,01sLoYtuPuiAhJSKZN
0Q0m4FBIVMiMNDbSZ3,Synthetic Quote 0000446,Q-00000446,Accepted,2022-06-20,154 Martinez Points,Lake Briar,WA,10900,United States,670 Erica Prairie Apt. 217,Willow Harbor,CO,97342,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-05-06T00:59:30Z,1761582.88,15.0,0.0,1497345.45,1497345.45,001EM3ljRRvtOqaQZO,,810r9c2qkQvUR64IFG,01sQ4LtuJF9K1vlMFT
0Q0mt4wkVLPw1viSD6,Synthetic Quote 0000447,Q-00000447,In Review,2022-04-30,0318 Bennett Walk,Cedar Crossing,NC,47193,United States,10833 Kenneth Mountains Apt. 810,Cedar Crossing,NC,39452,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-03-31T05:57:25Z,786031.03,10.0,70742.79,707427.93,778170.72,0017jTx407RLO7NAVA,,006N7rXHgE2rv1zYQ4,01sf902KvuoXgXtOGX
0Q0ibIuFiHA1ay0CBU,Synthetic Quote 0000448,Q-00000448,In Review,2025-01-17,47651 Dennis Knolls,Alder Bay,CA,65473,United States,59162 Harris Point,Northhaven,TX,27427,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-11-18T00:06:23Z,1927172.99,10.0,86722.78,1734455.69,1821178.47,001veU1rKvNzbBRQ2J,,006QHb4hjrlFHNuI4C,01sQ4LtuJF9K1vlMFT
0Q0tDT0bMdIPUCHCHR,Synthetic Quote 0000449,Q-00000449,Presented,2022-12-26,7386 Mary Summit,Summit Glen,WA,49690,United States,25149 Yesenia Port Suite 850,Willow Harbor,CA,70676,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-10-27T11:16:06Z,2151060.85,5.0,102175.39,2043507.81,2145683.2,001Ql5gfswhLAUiIZH,80029icpuli0p45QKF,006UcoJCSG8nRUVASE,01sQ4LtuJF9K1vlMFT
0Q0dnEo8wNO0TiWCW7,Synthetic Quote 0000450,Q-00000450,Rejected,2023-12-18,86015 Martinez Center,Lake Briar,CO,45644,United States,61822 Michael Corners Apt. 290,Lake Briar,TX,25688,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-11-03T06:29:31Z,1456928.74,10.0,0.0,1311235.87,1311235.87,001qP46mGWsPnuOQ5R,,500omxYi0hTQz5nAHP,01sLoYtuPuiAhJSKZN
0Q0vKiY9lpsGulCKEX,Synthetic Quote 0000451,Q-00000451,In Review,2025-03-14,3331 Coleman Parks,Cedar Crossing,CA,93581,United States,357 Nicole Forks,Willow Harbor,CA,40982,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-01-28T07:39:21Z,933104.43,15.0,0.0,793138.77,793138.77,001j6nRokzRlCs1Y07,8007ObcJeKjfXoFI07,006sgAjx3Z1zdpkQ0C,01sQ4LtuJF9K1vlMFT
0Q0FTXEUl7Vxp9p0F2,Synthetic Quote 0000452,Q-00000452,Draft,2024-02-02,052 Peter Lane Suite 006,Summit Glen,OR,36975,United States,317 Eric Lane,Lake Briar,MA,26429,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-12-19T10:36:11Z,2304352.06,0.0,172826.4,2304352.06,2477178.46,001g2MhymLdN59YQJG,,00648DMi3Wm3z6WIO7,01sLoYtuPuiAhJSKZN
0Q0jpH5VuHEfWbwSN7,Synthetic Quote 0000453,Q-00000453,Presented,2024-04-09,3232 Robin Crossroad,Willow Harbor,CO,58466,United States,1369 Gonzalez Shores,Cedar Crossing,NC,40906,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-02-24T08:25:13Z,1029864.04,15.0,0.0,875384.43,875384.43,0018MjZShtig55PAG6,800RGzoGVNcuQYDI8E,006uecDPCbj1JlDILS,01sLoYtuPuiAhJSKZN
0Q09OTWJLOjGDdCCIG,Synthetic Quote 0000454,Q-00000454,Draft,2021-04-30,15535 Davis Extension,Northhaven,WA,34190,United States,732 Bowen Plaza,Cedar Crossing,CO,34963,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-03-31T03:13:23Z,2354393.21,5.0,0.0,2236673.55,2236673.55,0011erzQJKIYYG5AUC,,006WIBRSsOcAh4YA3G,01sf902KvuoXgXtOGX
0Q01FeHUnCNvjzg06F,Synthetic Quote 0000455,Q-00000455,Rejected,2023-01-27,22708 Rodriguez Roads Apt. 709,Northhaven,NC,87110,United States,8785 Price Flat Suite 390,Alder Bay,NC,45825,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-12-13T08:33:05Z,2430379.68,10.0,109367.09,2187341.71,2296708.8,001M2rDfuFzN9SZI6R,,,01sQ4LtuJF9K1vlMFT
0Q0768R8cPflZwRKVG,Synthetic Quote 0000456,Q-00000456,Draft,2026-04-09,0439 Jennifer Field,Willow Harbor,NC,18373,United States,54477 David Mountain Apt. 266,Willow Harbor,WA,14007,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-02-23T03:48:53Z,288917.37,5.0,0.0,274471.5,274471.5,001aJFstC9yWgafQNG,,006aL3iOS5IjChvQNY,01sf902KvuoXgXtOGX
0Q0mQGE2Ohi2QPHK3T,Synthetic Quote 0000457,Q-00000457,Presented,2024-11-24,01613 Michael Field,Willow Harbor,WA,43574,United States,17223 Erin Skyway Suite 350,Lake Briar,CA,85320,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-10-10T09:13:19Z,1067146.81,15.0,0.0,907074.79,907074.79,001DbG9gnZEl0ZPAAY,800uHuxUph9dreSQO6,006FuZqMhzhbMBjIXF,01sQ4LtuJF9K1vlMFT
0Q0Fp1L2RxipWJjCIH,Synthetic Quote 0000458,Q-00000458,Presented,2024-11-02,0978 Ayala Meadows,Cedar Crossing,NC,78864,United States,44140 Dickerson Pass Apt. 485,Lake Briar,TX,32163,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-08-04T18:41:01Z,863144.85,0.0,64735.86,863144.85,927880.71,001DB4qra8rmNKiQ0K,,716dsrZwA95n9ZUQTQ,01sLoYtuPuiAhJSKZN
0Q099CbrPC9DntnCZC,Synthetic Quote 0000459,Q-00000459,In Review,2023-10-02,89741 Stacy Radial,Lake Briar,CA,81941,United States,0295 Christensen Mountain,Willow Harbor,TX,10034,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-08-03T04:00:57Z,2444053.93,0.0,122202.7,2444053.93,2566256.63,001zBr7D0amNm8PY72,,006jLFnU9ey4iUXI3U,01sf902KvuoXgXtOGX
0Q0T0mFklACf8q30AV,Synthetic Quote 0000460,Q-00000460,Draft,2022-11-16,515 Paul Loop,Willow Harbor,NC,32131,United States,9648 Kevin Throughway,Willow Harbor,CA,87848,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-10-02T10:38:32Z,2397677.03,15.0,152851.91,2038025.48,2190877.39,001Z9FmqrbfBXeVI9A,800UeYqWsUhyhTmYJ8,006mE2kFhDmiduxIN9,01sQ4LtuJF9K1vlMFT
0Q0a5KtEAda2GOI0SQ,Synthetic Quote 0000461,Q-00000461,Presented,2025-02-21,1462 Kyle Isle Suite 652,Willow Harbor,CA,16587,United States,60172 Toni Manor Suite 341,Summit Glen,OR,36530,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-01-07T14:40:04Z,1955695.5,0.0,97784.78,1955695.5,2053480.28,0015fdr3n38vtS2Q4V,800rh1eUCczpRsCIIK,006o1Gh8JFy138SACI,01sQ4LtuJF9K1vlMFT
0Q0H859BRJvAqCwS2U,Synthetic Quote 0000462,Q-00000462,Presented,2024-06-27,53050 Zimmerman Plains Apt. 985,Alder Bay,OR,53184,United States,5391 Velez Viaduct Suite 574,Alder Bay,CA,42720,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-05-13T02:01:16Z,2472859.7,5.0,117460.84,2349216.71,2466677.55,001ue1J9V7XEwHtA5N,,006M94a2REWmCy0I1A,01sQ4LtuJF9K1vlMFT
0Q0s6xOyuSmEz1lS8D,Synthetic Quote 0000463,Q-00000463,Presented,2023-11-22,46364 James Coves Suite 151,Summit Glen,NC,59915,United States,0973 John Trail,Northhaven,NC,37302,United States,USD,Synthetic commercial quote for CRM benchmark use.,2023-10-08T01:18:24Z,2214182.81,0.0,166063.71,2214182.81,2380246.52,0017Pw79T9KgAdXIW1,,,01sf902KvuoXgXtOGX
0Q0JtgI8TxEW7FT0VJ,Synthetic Quote 0000464,Q-00000464,Presented,2026-08-28,16536 Erica Island,Summit Glen,OR,52363,United States,3978 Lopez Fields Suite 522,Summit Glen,OR,13729,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-05-30T15:58:25Z,2224072.64,15.0,141784.63,1890461.74,2032246.37,0018sCn7wzuyGKcIWS,800SD2tBziJoCyiIR9,006qpKx4UmW1s7SIW0,01sQ4LtuJF9K1vlMFT
0Q0Bw5KGy9t1d3JCVS,Synthetic Quote 0000465,Q-00000465,Accepted,2022-08-21,700 French Junctions,Cedar Crossing,CO,25508,United States,5483 Walker Glen Apt. 230,Summit Glen,OR,96243,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-07-07T13:10:36Z,234538.2,5.0,11140.56,222811.29,233951.85,001EM3ljRRvtOqaQZO,,006hxWshbpMkWxAI8T,01sf902KvuoXgXtOGX
0Q0qDmygmbQSIY5SKM,Synthetic Quote 0000466,Q-00000466,Draft,2024-07-23,417 Diaz Lakes Apt. 398,Cedar Crossing,WA,82206,United States,9493 Gregory Throughway,Cedar Crossing,WA,49674,United States,USD,Synthetic commercial quote for CRM benchmark use.,2024-06-08T01:59:43Z,740005.76,0.0,74000.58,740005.76,814006.34,001TgK7Trt797foQCB,,52iIvIepjT8Ijm2QIX,01sf902KvuoXgXtOGX
0Q0Vzboemqnh1ZpK6X,Synthetic Quote 0000467,Q-00000467,Draft,2021-02-08,691 Amber Road Suite 279,Summit Glen,NC,65861,United States,0456 Michelle Ridge Suite 721,Willow Harbor,WA,46438,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-01-09T18:30:02Z,2165070.32,0.0,0.0,2165070.32,2165070.32,001G40EGKjt7p96I7T,,52ijn69SPLo4ed5IRV,01sf902KvuoXgXtOGX
0Q0OyaC0zEQ93z7KO2,Synthetic Quote 0000468,Q-00000468,Presented,2025-06-01,536 Kenneth Terrace,Willow Harbor,OR,18067,United States,01366 Dixon Hill,Northhaven,NC,62516,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-05-02T12:54:20Z,131516.15,15.0,0.0,111788.73,111788.73,001fvdIvl6mxqiIIBH,,02txIRzPecvW8WyY13,01sQ4LtuJF9K1vlMFT
0Q04XY99UdAH6FwKSR,Synthetic Quote 0000469,Q-00000469,Rejected,2022-03-12,5799 Benjamin Walk Apt. 686,Summit Glen,CO,90197,United States,69894 Ashley Pass Apt. 778,Northhaven,CA,20614,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-12-12T19:42:55Z,1656688.32,15.0,70409.25,1408185.07,1478594.32,001I9h4vN2Mpc08I26,800QlpIV95QgNc1QMK,026FFY5OeiKBXtzYT8,01sf902KvuoXgXtOGX
0Q0N6oYw6rm5TzGCMX,Synthetic Quote 0000470,Q-00000470,Draft,2025-02-24,41961 Coleman Mission Apt. 341,Summit Glen,WA,29687,United States,8959 Hughes Path Apt. 126,Willow Harbor,CO,81204,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-01-25T11:31:35Z,318250.31,15.0,20288.46,270512.76,290801.22,001zOsseTV2G23QAKL,,006W5QzGEBHphMsQSX,01sQ4LtuJF9K1vlMFT
0Q00YLoSsWJcXMKCRN,Synthetic Quote 0000471,Q-00000471,In Review,2026-06-20,12796 Casey Mills,Cedar Crossing,WA,37188,United States,729 James Dam,Summit Glen,OR,98469,United States,USD,Synthetic commercial quote for CRM benchmark use.,2026-03-22T21:29:35Z,617034.75,10.0,27766.56,555331.28,583097.84,001PygtS3FHgKj8Q8G,800M9JcRqVGWCc8YCF,710OWlhgQBz1dgiQSB,01sQ4LtuJF9K1vlMFT
0Q0nFeFvTQmmhWPKV8,Synthetic Quote 0000472,Q-00000472,Rejected,2026-02-10,5990 Rebecca Forks,Alder Bay,NC,91639,United States,6789 Yvette Mills Suite 115,Lake Briar,CO,37829,United States,USD,Synthetic commercial quote for CRM benchmark use.,2025-12-27T16:00:53Z,2065803.79,10.0,185922.34,1859223.41,2045145.75,001tvKQbYklnB9tY2P,,72ttHoExhn8TD4pYOO,01sLoYtuPuiAhJSKZN
0Q03fy3vjekvtY30BL,Synthetic Quote 0000473,Q-00000473,Accepted,2022-08-15,534 Sheena Ville,Lake Briar,MA,61545,United States,6893 Ward Square Apt. 320,Northhaven,NC,60710,United States,USD,Synthetic commercial quote for CRM benchmark use.,2022-06-16T01:49:17Z,2314453.59,0.0,173584.02,2314453.59,2488037.61,001Tn3lq2OpXiyaYCN,,006hYnyfIrFM184I24,01sf902KvuoXgXtOGX
0Q0almCH2e1wVeJKCN,Synthetic Quote 0000474,Q-00000474,In Review,2021-04-27,8131 Sharon Skyway,Willow Harbor,OR,56157,United States,461 Tyler Glens Apt. 831,Willow Harbor,OR,60148,United States,USD,Synthetic commercial quote for CRM benchmark use.,2021-02-26T02:41:17Z,773521.48,5.0,0.0,734845.41,734845.41,001A42WSazTcqOlAN5,,006nvmOgHhSCkaAYYG,01sQ4LtuJF9K1vlMFT
